nombre,tipo_unidad,domicilio,asentamiento,ciudad,cp,estado,municipio,no_tel,responsable_puesto,pagina_web,correo_electronico,mineral,realiza,longitud_x,latitud_y,fecha_actualizacion
Alch La Tinaja,Mina,Ctra. 57 km 28.8,Soledad de Graciano Sánchez Centro,Soledad de Graciano Sánchez,78430,San Luis Potosí,Soledad de Graciano Sánchez,444 831 2298,"Pastor Ulises, Superintendente de obra",www.alch.com.mx,administracion@alch.com.mx,Caliza,"Comercialización, extracción",-100.94932,22.18783,jan-25
Aquila,Mina,Ctra. Aquila-Coalcomán km 4,Aquila,Aquila,60870,Michoacán de Ocampo,Aquila,813 067 0222,"Ferrari Diego Adrián, Director de minería",mx.ternium.com/es,iangulo@ternium.com.mx,Fierro,Extracción,-103.469903,18.621319,jan-25
Arroyo Hondo,Mina,Domicilio conocido,Arroyo Hondo,Tepezalá,20657,Aguascalientes,Tepezalá,449 910 9100,"Terán Montero Higinio, Gerente general",www.cycna.mx,contacto@cycna.com.mx,Caliza,"Exploración, explotación, extracción",-102.181539,22.179088,jan-25
Banco El Shahnal,Mina,Domicilio conocido,Progreso,Atotonilco de Tula,42987,Hidalgo,Atotonilco de Tula,778 735 0768,"Juárez Pérez Yesenia, Encargada de mina",www.trituradosejidoprogreso.com,dtecnico1@hotmail.com,Arena y grava,"Comercialización, extracción",-99.251197,19.995518,jan-25
Banco El Tablón,Mina,Domicilio conocido,San Luis,Atitalaquia,42977,Hidalgo,Tula de Allende,773 724 4031,"López Sebastián Bonifacio, Administrador",s/i,contacto@cooperativabomintzha,Caliza arcillosa,"Comercialización, extracción",-99.27533,19.993,jan-25
Banco La Palma,Mina,Ejido Palma de la Cruz,sin dato,sin dato,78431,San Luis Potosí,Soledad de Graciano Sánchez,444 813 4600,"Martínez Mata Alberto, Gerente de producción",s/i,apa_arenera@prodigy.net.mx,Caliza,Extracción,-100.82312,22.24199,jan-25
Banco Las Guapillas,Mina,"Ctra. 57, tramo San Luis-Villa Hidalgo",Estación Ventura,Soledad de Graciano Sánchez,78439,San Luis Potosí,Villa Hidalgo,444 833 3863,"Lumbreras Cepeda Oswaldo Javier, Supervisor de producción",www.incasa.com.mx,jlumbreras@incasa.com.mx,Caliza,"Comercialización, extracción",-100.775663,22.392576,jan-25
Banco Los Ordaz,Mina,Ctra. Atotonilco-Progreso s/n,Bóvedas,Atotonilco de Tula,42982,Hidalgo,Atotonilco de Tula,778 735 0078,"Alvarado Armando, Jefe de producción",www.caleasbertran.com.mx,armando.alvarado@bertran.com.mx,Caliza,"Comercialización, extracción",-99.22076,20.01508,jan-25
Banco Sílica de Juanita,Mina,Villa Juanita,Juanita,San Juan Evangelista,96146,Veracruz de Ignacio de la Llave,San Juan Evangelista,525 633 9583,"Samuel Soto, Encargado",www.arenasilicadejuanita.com,ventas1@arenasilicadejuanita.com,Arena sílica,"Comercialización, extracción",-95.22485,17.79721,oct-25
Barita,Mina,Ctra. Hermosillo-Sahuaripa km 99.5,Adivino,Villa Pesqueira,84790,Sonora,Villa Pesqueira,662 311 5055,"García Encinas Fátima, Gerente",www.barimont.com,fatima.garcia@barimont.com,Barita,Explotación,-109.992281,28.925067,jan-25
Barradón,Mina,Unidad Minera Barradón (confluencia de arroyos Del Hacho y Cabras),Guanaceví,Guanaceví,35400,Durango,Canatlán,618 815 2961,"Loera Fragoso César Octavio, Director general",s/i,cloeraf@hotmail.com,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-105.963008,25.938158,jan-25
Bolañitos,Mina,"Camino Santa Ana-Mineral de la Luz, margen derecho s/n",sin dato,sin dato,36251,Guanajuato,Guanajuato,477 102 1800,"Coss Jorge, Gerente general",www.edrsilver.com,jorge.coss@edrsilver.com,"Oro, plata","Exploración, explotación",-101.329846,21.065973,jan-25
Buenavista del Cobre,Mina,Avenida Juárez n.° 4,Heroica Ciudad de Cananea Centro,Cananea,84620,Sonora,Cananea,645 332 8000,"Paz Molina María Alba, Gerente",www.gmexico.com,alba.paz@mm.gmexico.com,"Cobre, molibdeno",Explotación,-110.318,30.9825,jan-25
Calhidra,Mina,Ctra. A Sahuaripa km 5.5,Parque Industrial Hermosillo,Hermosillo,83299,Sonora,Hermosillo,662 208 4850,"García Cortinas Catarino, Gerente general",www.calidra.com/es,cgarcia@calidra.com.mx,Cal,Extracción,-110.874029,29.021923,jan-25
Campo Morado,Mina,Domicilio conocido,Campo Morado,Arcelia,40517,Guerrero,Arcelia,618 129 5416,"Alvídrez Ortega Rubén, Director de operaciones",www.lucamining.com,s/i,"Cobre, oro, plata, zinc","Desarrollo minero, exploración, explotación",-100.156671,18.192671,feb-25
Candelaria,Mina,Unidad Minera San Francisco,San Francisco,Topia,34544,Durango,Topia,618 170 9187,"Monarrez Madrid Vivaldo, Director general",s/i,vivaldo_monarrez_madrid@hotmail.com,"Cobre, oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-106.468428,25.2135,jan-25
Cantera La Lagunita,Mina,Domicilio conocido Los Matías,sin dato,Catorce,78554,San Luis Potosí,Zaragoza,444 818 1516,"Martínez Castro Daniel, Coordinador de geología y exploración",www.calidra.com.mx,dmartinezc@calidra.com,Caliza,"Comercialización, extracción",-100.63154,22.09919,jan-25
Cemento Apasco,Mina,Las Norias,Las Norias,Hermosillo,83306,Sonora,Hermosillo,662 143 0357,"Hernández Vera Héctor Guillermo, Coordinador de zona",www.holcim.com.mx,hector.hernandez@holcimapasco.com.mx,Caliza,Extracción,-110.662466,29.05683,jan-25
Cementos del Yaqui,Mina,Ctra. A Sahuaripa km 23,Hermosillo Centro,Hermosillo,83000,Sonora,Hermosillo,662 259 0100,"Ortega Zárate Gerónimo de Jesús, Gerente de producción",www.cemexmexico.com,monica.rojas@cemex.com,Cemento,"Comercialización, extracción",-110.711,29.06,jan-25
Cerro Colorado,Mina,Trincheras,Trincheras,Trincheras,83930,Sonora,Trincheras,662 267 8073,"Piggott Keith, Director general",goldgroupmining.com,granmin_@hotmail.com,Oro,"Comercialización, explotación",-111.822,30.229,jan-25
Cerro Las Campanas,Mina,Ctra. Villahermosa-Escárcega km 75,Clemente Reyes 2da. Sección,Macuspana,86736,Tabasco,Macuspana,993 142 8282,s/i,marogu.com,contacto@marogu.com,Agregados pétreos,Explotación,-92.380748,17.685252,mar-25
Cerro Los Brutos (Triaco),Mina,Ctra. Matehuala-Dr. Arroyo (El Palmar),sin dato,sin dato,78701,San Luis Potosí,Matehuala,488 887 8185,"Mendoza Mendoza Julio, Encargado de cantera",www.triaco.com,juliomendoza@triaco57.com.mx,Caliza,Extracción,-100.510319,23.70044,jan-25
Cerro Prieto,Mina,Cucurpe,Cucurpe,Cucurpe,84660,Sonora,Cucurpe,662 267 8073,"Piggott Keith, Director general",goldgroupmining.com,granmin_@hotmail.com,"Oro, plata","Comercialización, explotación",-110.655,30.421,jan-25
Cerro del Zorro (Mina Los Ordaz),Mina,Domicilio conocido,sin dato,sin dato,42987,Hidalgo,Atotonilco de Tula,778 735 0078,"Salazar Herrera José Armando, Jefe de mina",www.caleasbertran.com.mx,jsalazarh@bertrand.com.mx,Caliza,Extracción,-99.23024,20.021309,jan-25
Ciénega,Mina,Ctra. Santiago Papasquiaro-Canelas,La Ciénega,Durango,34198,Durango,Santiago Papasquiaro,618 818 3344,"Toledo Castillo Héctor Iván, Gerente",s/i,hector_toledo@fresnillo.com,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-106.343874,25.048437,jan-25
Clarines,Mina,Unidad Minera Navidad,Mina de Navidad,Indé,35547,Durango,Indé,866 633 2270,"Ceceñas Torrero Juan Manuel, Gerente jurídico",www.secopsa.mx,jmcecenast@gmail.com,Fluorita,"Exploración, explotación, extracción",-104.800384,25.436701,jan-25
"Compañía Salinera de Yavaros, S.A.",Mina,Sonora 151,Yavaros (Isla las Viejas),Huatabampo,85252,Sonora,Huatabampo,642 422 0076,"Karam López José Alejo, Jefe de planta",s/i,salinerayavaros@prodigy.net.mx,Sal,Extracción,-109.526,26.701,jan-25
Dos Hermanos,Mina,Zona mineralizada La Lajita,La Lajita,Pueblo Nuevo,34967,Durango,Pueblo Nuevo,442 210 1702,"Hurtado Flores Victorino, Director general",s/i,minerales.inguaran@yahoo.com,"Cobre, oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-105.318825,23.15736,jan-25
El Blanco,Mina,Buenavista,sin dato,sin dato,79402,San Luis Potosí,Villa Juárez,487 872 0032,"Urbiola Quintero María Teresa, Gerente general",en.corporativourbiola.info,contraloria@corporativourbiola.com.mx,Yeso,Extracción,-100.334137,22.176102,jan-25
El Boludo,Mina,Trincheras,Trincheras,Trincheras,83930,Sonora,Trincheras,662 211 1958,"Galaz Escoboza Martín , Gerente general / Piggott Keith, Director general",goldgroupmining.com,martin.galaz@gazpai.com / granmin_@hotmail.com,Oro,"Comercialización, extracción",-111.759741,30.276918,jan-25
El Carricito,Mina,La Colorada,San José de Moradillas (El Cochi),La Colorada,85549,Sonora,La Colorada,662 214 4449,"Aguirre Calles Carlos Alberto, Apoderado legal",s/i,grafitosmexicanos@prodigy.net.mx,Grafito,"Comercialización, extracción",-110.327,28.583,jan-25
El Castillo,Mina,Ctra. San Juan-Coneto de Comonfort km 12,San Juan del Río del Centauro del Norte Centro,San Juan del Río,34480,Durango,San Juan del Río,618 837 1230,"Zavala Peña Nahum, Gerente",www.argonautgold.com,nahum.zavala@argonautgold.com,Oro,"Distribución de material de construcción, excavaciones, exploración, explotación, extracción",-104.529268,24.875906,jan-25
El Curso,Mina,Domicilio conocido,Colonia Metalúrgica (La Planta),Guanaceví,35436,Durango,Guanaceví,618 130 2512,"Barua Víctor, Gerente general",s/i,vbarua@edrsilver.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-106.006132,25.934973,jan-25
El Herrero-La Bufa Dúplex Norte,Mina,Unidad minera El Herrero,San José de Bacis,Otáez,34665,Durango,Otáez,618 814 2524,"Gutiérrez Núñez José Jaime, Director, presidente y CEO",www.grupobacis.com.mx,gpobacis@bacis.com.mx,"Oro, plata","Exploración, explotación, extracción",-105.887521,24.556186,jan-25
El Limón Guajes,Mina,Domicilio conocido,Nuevo Balsas,Cocula,40591,Guerrero,Cocula,723 123 6000,"Rodríguez Valenzuela Faysal, Vicepresidente México",torexgold.com,aysal.rodriguez@torexgold.com,"Cobre, oro","Desarrollo minero, explotación, extracción",-99.737372,17.99546,feb-25
El Llanito redondo,Mina,Domicilio conocido,sin dato,sin dato,42254,Hidalgo,Pacula,s/i,"Rivero Villanueva Marte Eric, Director general",www.fertymmex.com,ericmarterv@yahoo.com,Fosforita,Extracción,-99.361232,20.98475,jan-25
El Milache,Mina,Domicilio conocido,Colonia Metalúrgica (La Planta),Guanaceví,35436,Durango,Guanaceví,618 130 2512,"Barua Víctor, Gerente general",s/i,vbarua@edrsilver.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-106.014835,25.942212,jan-25
El Monte,Mina,Domicilio conocido,Verdosas,Zimapán,42346,Hidalgo,Zimapán,772 132 7258,"Sánchez Rosales Luz María, Gerente",www.santacruzsilver.com,luzmariarosalez@carrizalminig.com,"Conc. en plata, plomo y zinc","Comercialización, extracción",-99.37979,20.820581,jan-25
El Roble,Mina,Ctra. Federal 49,Velardeña Centro,Cuencamé,35810,Durango,Cuencamé,871 729 3300,"González José Luis, Gerente de unidad Velardeña",www.penoles.com.mx,josel_gonzalez@penoles.com.mx,"Cobre, oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-103.736228,25.05809,jan-25
El Volcán,Mina,Domicilio conocido s/n,Cedros,Rosario,85715,Sonora,Rosario,644 410 6061,"Beltrán Luna César, Subdirector de operaciones",www.mexico.arcelormittal.com,cesar.beltran@arcelormittal.com,Fierro,Extracción,-109.305556,27.737778,jan-25
Elena Tolosa,Mina,Con respecto de San José de Avino 1.7 km al noroeste 51°,San José de Avino,Pánuco de Coronado,34790,Durango,Pánuco de Coronado,618 145 2667,"Rodríguez Moreno José Carlos, Director de operaciones",www.avino.com,crodriguez@avino.com,"Cobre, oro, plata","Desarrollo minero, exploración, explotación, extracción",-104.309838,24.531814,jan-25
Fernando Ávila Ayala,Mina,Ctra. Kantuni-Cancún,Uayma,Uayma,97796,Yucatán,Uayma,985 856 0898,"Ávila Ayala Fernando, Dueño",s/i,s/i,Agregados pétreos,Extracción,-88.337264,20.732672,jan-25
Frente 1 y 11,Mina,Puerto del Efe,El Tathí,Zimapán,42351,Hidalgo,Zimapán,759 728 2639,"Martínez Hernández José, Representante legal",s/i,tathimarmoles@yahoo.com,Caliza recristalizada,Extracción,-99.409546,20.687998,jan-25
Fresnillo,Mina,Ctra. Fresnillo-Jerez km 3.4,Beleña,Fresnillo,99000,Zacatecas,Fresnillo,493 983 9011,"Molinar Olivas Luis, Gerente general",www.fresnilloplc.com.mx,ir@fresnilloplc.com,"Oro, plata, plomo, zinc","Comercialización, desarrollo minero, exploración, explotación, extracción",-102.869107,23.148437,jan-25
Guadalupe de la Brisa,Mina,Domicilio conocido,Topia,Topia,34540,Durango,Topia,618 146 2455,"Zavala Urbina Ángel, Director general",s/i,labrisatopia@omanet.com.mx,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-106.555212,25.21171,jan-25
La Argentina,Mina,Unidad Minera Topia,Topia,Topia,34540,Durango,Topia,s/i,"Gutiérrez Miguel, Gerente",www.gsilver.com,info@gsilver.com,"Oro, plata, plomo, zinc","Desarrollo minero, excavaciones, exploración, explotación, extracción",-106.572011,25.215549,jan-25
La Caridad,Mina,Ctra. Nacozari Villa Hidalgo km 19,Nacozari de García Centro,Nacozari de García,84340,Sonora,Nacozari de García,662 109 2100,"Blanco Durón Blas Arturo, Gerente operación de mina",www.gmexico.com,blasarturo.blanco@mm.gmexico.com,"Cobre, molibdeno",Explotación,-109.639306,30.4855,jan-25
La Cobriza,Mina,Domicilio conocido,San Antonio de las Trojes,Villa de la Paz,78836,San Luis Potosí,Villa de la Paz,488 882 0131,"Alcalá José Luis, Gerente general / González Ochoa José Manuel, Gerente de exploración",www.negociacionmineralapazyanexas.com,jose.alcala@nemisa.com / manuel.ochoa@nemisa.com,"Cobre, oro, plata",Extracción,-100.72383,23.69925,jan-25
La Colorada,Mina,La Colorada,La Colorada,La Colorada,85540,Sonora,La Colorada,662 264 8191,"Encinas Manuel Ernesto, Gerente de mina",www.argonautgold.com,manuel.encinas@argonautgold.com,"Oro, plata",Explotación,-110.995361,29.14375,jan-25
La Cruz,Mina,Unidad Minera Indé,Mineral de Cieneguillas,Indé,35510,Durango,Indé,444 844 0758,"Mendoza Díaz Víctor Hugo, Gerente general",www.mineraindedurango.com.mx,vmendoza@minerainde.com.mx,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-105.22411,25.855013,jan-25
La Cuesta,Mina,Luis Donaldo Colosio Murrieta n.° 48,Bacanora,Bacanora,85660,Sonora,Bacanora,662 210 4064,"Galaz Escoboza Martín , Gerente general",s/i,martin.galaz@gazpai.com,Fierro,Explotación,-109.483407,28.93516,jan-25
La Herradura,Mina,Ejido Costa Rica,Juan Álvarez,Caborca,83710,Sonora,Caborca,637 372 1935,"Rochin Martín Gerardo Alfredo, Gerente",www.fresnilloplc.com,martin-gerardo-rochin@fresnilloplc.com,"Oro, plata",Explotación,-112.864,31.144,jan-25
La India,Mina,"Camino a La Chipriona km 6.5, rancho La Amargosa",Sahuaripa Centro,Sahuaripa,85600,Sonora,Sahuaripa,662 236 2220,"Amador Gustavo, Director de desarrollo de proyectos / Galindo Marco Antonio, Gerente general",www.agnicoeagle.com,gustavo.amador@agnicoeagle.com / marcvco.galindo@agnicoeagle.com,"Oro, plata",Explotación,-110.987361,29.093361,jan-25
La Minita,Mina,Domicilio conocido,Quiriego,Quiriego,85720,Sonora,Quiriego,662 210 4670,"Díaz Ávalos Jorge Alberto, Gerente general",s/i,jorge@quiriegogd.com,Oro,"Comercialización, explotación, extracción",-109.082375,27.490264,jan-25
La Perla,Mina,Suaqui Grande,Suaqui Grande,Suaqui Grande,85580,Sonora,Suaqui Grande,662 105 6305,"Yaser Pavel Willys, Gerente de exploración",imr-resources.com,pavel.willys@imr-resources.com,"Oro, plata","Comercialización, explotación",-110.023,28.417,jan-25
La Pitarrilla,Mina,Casas Blancas,Casas Blancas,El Oro,35657,Durango,El Oro,618 130 2512,"Castro Valdez Luis Renato, Vicepresidente",s/i,lcastro@edrsilver.com,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-104.949179,25.424605,jan-25
La Preciosa,Mina,Con respecto a la planta de beneficio de Avino 18.30 km al suroeste 55°,San José de Avino,Pánuco de Coronado,34790,Durango,Pánuco de Coronado,618 145 2667,"Rodríguez Moreno José Carlos, Director de operaciones",www.avino.com,crodriguez@avino.com,"Oro, plata",Exploración,-104.455247,24.433618,jan-25
Laguna Grande,Mina,Santiago Astata,Santiago Astata,Santiago Astata,70790,Oaxaca,Santiago Astata,995 102 4321,"Hernández Ramírez Timoteo, Presidente de la sociedad",s/i,s/i,Sal,Extracción,-95.688616,15.927521,jan-25
Las Chispas,Mina,Arizpe,Arizpe Centro,Arizpe,84640,Sonora,Arizpe,662 213 7823,"Araiza Martínez Héctor, Gerente de proyecto / Martínez Pascual, Gerente de exploración",www.silvercrestmetals.com,hectoraraiza@tintoroca.com / pacualmartinez@altadore.com.mx,"Oro, plata",Explotación,-110.976139,29.086056,jan-25
Las Cuevas,Mina,La Salitrera,La Salitrera,Zaragoza,79550,San Luis Potosí,Zaragoza,444 826 7700,"Molina Maldonado Sergio Arturo, Jefe de exploración estratégica",s/i,sergio.molina@kouragolbal.com,Fluorita,Extracción,-100.585748,21.940436,jan-25
Las Encinas,Mina,Domicilio conocido s/n,Alzada,Cuauhtémoc,28597,Colima,Cuauhtémoc,813 067 0222,"Ferrari Diego Adrián, Director de minería",mx.ternium.com/es,iangulo@ternium.com.mx,Fierro,Extracción,-103.535793,19.252408,mar-25
Las Gallinas,Mina,Quiriego,Quiriego,Quiriego,85720,Sonora,Quiriego,642 425 5950,"Schwarzbeck Noriega Humberto, Presidente del consejo",yesoindustrialdenavojoa.miadn.mx,hsn@yinsa.com,Yeso,Extracción,-109.705,27.793,jan-25
Lluvia de Oro,Mina,Magdalen de Kino,ISSSTESON,Magdalena,84160,Sonora,Magdalena de Kino,632 690 9980,"Avilés Soto Tadeo, Gerente de operaciones",www.autlan.com.mx,tadeo.avilez@autlan.com.mx,"Oro, plata","Exploración, explotación",-111.034,30.72,jan-25
Lomo de toro (Balcones),Mina,Domicilio conocido,sin dato,sin dato,42331,Hidalgo,Zimapán,759 728 3471,"Magaña Reséndiz José Antonio, Encargado de mina",www.preisan.com,antonio695584@gmail.com,"Plomo, zinc",Extracción,-99.442906,20.791655,jan-25
Los Filos,Mina,Domicilio conocido,Carrizalillo,Eduardo Neri,40190,Guerrero,Eduardo Neri,733 333 9400,"Ortega Gómez Armando Fausto, Vicepresidente en México",www.equinoxgold.com,s/i,"Oro, plata","Desarrollo minero, explotación, extracción",-99.685063,17.88966,feb-25
Los Mautos,Mina,Soyopa s/n,Soyopa,Soyopa,85640,Sonora,Soyopa,619 639 1313,"Aguirre Calles Carlos Alberto, Director general",www.mineralesindustriales.com.mx,aguirremc@prodigy.net.mx,Grafito,"Comercialización, extracción",-109.354,28.573,jan-25
Manzanillas,Mina,Mesa de Manzanillas,Guanaceví,Guanaceví,35400,Durango,Guanaceví,674 884 5106,"Barraza Barraza Saúl, Director general",s/i,chammacco@hotmail.com,"Cobre, oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-105.988029,25.943778,jan-25
Mar y Sal,Mina,Salinas del Marqués,Salina del Marques,Salina Cruz,70704,Oaxaca,Salina Cruz,971 729 3056,"Gallegos Reyes Carlos, Presidente de administración",s/i,c.gallegosreyes@gmail.com,Sal,Extracción,-95.234,16.164,jan-25
Marco Antonio Bernal Portillo,Mina,Miguel Hidalgo s/n,La Colorada,La Colorada,85540,Sonora,La Colorada,662 212 1527,"Bernal Portillo Marco Antonio, Propietario co-concesionario",s/i,marcobernal50@hotmail.com,Grafito amorfo,Extracción,-110.516303,28.610273,jan-25
Media Luna,Mina,Domicilio conocido,Nuevo Balsas,Cocula,40591,Guerrero,Cocula,723 123 6000,"Rodríguez Valenzuela Faysal, Vicepresidente México",torexgold.com,aysal.rodriguez@torexgold.com,"Cobre, oro, plata","Desarrollo minero, explotación, extracción",-99.722995,18.014273,feb-25
Mesitas,Mina,Unidad Minera El Tovar,Mina Prodigio (La Haciendita),Tepehuanes,35616,Durango,Tepehuanes,618 130 0297,"Ysita del Hoyo Bernardo, Director general",www.mineradeatocha.com.mx,administracion@mineraatocha.com.mx,"Cobre, oro, plata, plomo","Desarrollo minero, exploración, explotación, extracción",-105.783991,25.266192,jan-25
Milpillas,Mina,Domicilio conocido,Santa Cruz,Santa Cruz,84140,Sonora,Cananea,632 108 1800,"Gutiérrez Magallanes Pedro, Gerente",www.penoles.com.mx,pedro_gutierrez@penoles.com.mx,Cobre,Explotación,-110.428,31.114,jan-25
Mina Arista,Mina,Ctra. Federal 190 Oaxaca-Istmo km 115,San José de Gracia,San Pedro Totolápam,70484,Oaxaca,San Pedro Totolapa,s/i,"Overley Óscar, Gerente de adquisiciones",www.goldresourcecorp.com,oscar.overley@grcmex.com,"Oro, plata, plomo, zinc",Desarrollo minero,-96.105002,16.680392,jan-25
Mina Concheño,Mina,Ctra. Chihuahua-Hermosillo km 298+600 s/n,Concheño,Ocampo,33325,Chihuahua,Ocampo,552 122 2600,"Heredia Hinojos Jesús, Gerente general",www.minerafrisco.com.mx,jheredia@minerafrisco.com.mx,Oro y plata (barra doree),"Desarrollo minero, exploración, explotación",-108.2102,28.3068,jan-25
Mina Don Pedro y Pedro 11 (La Borreguita),Mina,Domicilio conocido,Santo Domingo,Villa Juárez,79460,San Luis Potosí,Villa Juárez,555 261 6300,"Saldívar J. Guadalupe, Encargado de planta y mina",www.usg.com,j.saldivar@usg.com.mx,Yeso,Extracción,-100.149732,22.313632,jan-25
Mina El Berrendo,Mina,Localidad San Vicente de la Cruz,Buenavista,Villa Juárez,79467,San Luis Potosí,Villa Juárez,444 820 2023,"Galindo Vilchis Ángel, Director",triyesa.com,triyesa.2@gmail.com,Yeso,Extracción,-100.32661,22.167184,jan-25
Mina El Carrizal,Mina,Domicilio conocido,sin dato,sin dato,42359,Hidalgo,Zimapán,772 132 7258,"Ramírez Alfonso, Gerente de operación",www.santacruzsilver.com,alfonso.ramirez@carrizalming.com,"Cobre, plata, plomo, zinc",Extracción,-99.446856,20.796742,jan-25
Mina El Cubo,Mina,Domicilio conocido s/n,sin dato,sin dato,36250,Guanajuato,Guanajuato,473 102 0600,"Coss Jorge, Gerente general",www.gsilver.com,ilse.borrego@erdsilver.com,"Oro, plata",Explotación,-101.18124,20.99868,jan-25
Mina El Espíritu,Mina,Domicilio conocido,Las Adjuntas,Zimapán,42355,Hidalgo,Zimapán,759 728 2823,"Chio Mendoza Adrián Genaro, Gerente general",s/i,factesp@gmail.com,"Plomo, zinc",Extracción,-99.452517,20.836709,jan-25
Mina Grande de la Paz,Mina,Domicilio conocido,El Realito,Rodeo,35766,Durango,Rodeo,618 189 0934,"Mesta Ceniceros Guillermo, Director general",s/i,jcmestac@hotmail.com,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-104.695611,25.160646,jan-25
Mina Guadalupe,Mina,Camino a Plan Grande,Plan Grande,Mineral del Chico,42122,Hidalgo,Mineral del Chico,759 728 3471,"Moreno Chávez Tomás, Encargado de mina",www.preisan.com,moreno.chavez052022@gmail.com,"Plomo, zinc",Extracción,-98.73633,20.219848,jan-25
Mina Jaltipan,Mina,Rancho La Laguna de Escorias,Ferrocarrilera,Jáltipan,96210,Veracruz de Ignacio de la Llave,Jáltipan,922 264 2160,"Garza Reyes Víctor Hugo, Gerente",www.arenasilicayfeldespato.com,victorgarza@gmp.com.mx,Arena sílica,"Comercialización, explotación",-94.716493,17.979937,oct-25
Mina La Negra,Mina,Domicilio conocido,San Francisco,Pacula,42251,Hidalgo,Pacula,442 365 1180,"Salazar Fernando, Encargado de mina",s/i,fernandosalazar@geosa.com,Fosforita,"Comercialización, extracción",-99.345763,20.965366,jan-25
Mina Las Truchas,Mina,Francisco J. Mújica n.° 1-B,Siderúrgica Lázaro Cárdenas Las Truchas,Lázaro Cárdenas,60950,Michoacán de Ocampo,Lázaro Cárdenas,753 533 1000,"Martín Carrera Torres, Gerente de mina",mexico.arcelormittal.com,ventas@lastruchas.com.mx,Fierro,Explotación,-102.34813,18.05459,jan-25
Mina Las Verdosas,Mina,Domicilio conocido (Las verdosas),Verdosas,Zimapán,42346,Hidalgo,Zimapán,759 728 3653,"Villeda Guerrero Hugo Martín, Encargado de mina",s/i,hugoguerrero743@gmail.com,Plomo,Extracción,-99.409167,20.825711,jan-25
Mina María,Mina,Ctra. Agua Prieta-Imuris km 99,Heroica Ciudad de Cananea Centro,Cananea,84620,Sonora,Cananea,645 332 5096,"Moreno Martín, Gerente general / Rocha Rocha Macario, Gerente de exploración",www.minerafrisco.com.mx,mmoreno@mineralesfrisco.com.mx / m.rocha@minerafrisco.com.mx,"Cobre catódico, cobre en concentrados, molibdeno en concentrados, plata",Exploración,-110.41918,31.04303,jan-25
Mina Mercedes,Mina,Ctra. Sinoquipe-Magdalena km 67.5+10,Chupisonora,Cucurpe,84673,Sonora,Magdalena de Kino,631 116 4040,"Calles Pedro, Gerente de minas",www.bearcreekmining.com,benjamin.rivera@bearcreekmining.mx,"Oro, plata","Comercialización, desarrollo minero, exploración, explotación",-110.494921,30.329518,jan-25
Mina Purísima,Mina,Valentín Gómez Farías n.° 9,El Calvario,Zimapán,42337,Hidalgo,Zimapán,759 728 3471,"Ramírez Martínez Roberto, Gerente",s/i,purizima_contabilidad@hotmail.com,Cobre,"Comercialización, extracción",-99.396638,20.764915,jan-25
Mina Santa Francisca,Mina,Domicilio conocido,Asientos Centro,Asientos,20710,Aguascalientes,Asientos,496 967 6000,"Martínez Ochoa Luis Gerardo, Gerente general",www.minerafrisco.com.mx,edelgadom@minerafrisco.com.mx,"Cobre, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-102.103151,22.226239,jan-25
Mina Saucito,Mina,Domicilio conocido,Saucito del Poleo,Fresnillo,99192,Zacatecas,Fresnillo,493 983 9011,"Alvídrez Ortega Octavio, Director ejecutivo",www.fresnilloplc.com.mx,ir@fresnilloplc.com,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-102.928636,23.126965,jan-25
Mina Sisa,Mina,Localidad la Cerquilla,La Cerquilla,San Juan Evangelista,96133,Veracruz de Ignacio de la Llave,San Juan Evangelista,924 245 7420,"Rivera Roberto, Gerente de planta",s/i,roberto.rivera@sisa.com,Arena sílica,Extracción,-95.03725,17.89402,oct-25
Minera Capela,Mina,Domicilio conocido,Ahuehuetla,Teloloapan,40428,Guerrero,Teloloapan,736 366 5800,"Berumen Muro Francisco Javier, Subdirector operaciones",www.penoles.com.mx,francisco_berumen@penoles.com.mx,"Cobre, oro, plata, plomo, zinc",Desarrollo minero,-99.927806,18.301105,jan-25
Minera Metalúrgica,Mina,Zona minera Cebollitas,Cebollitas,Canelas,34520,Durango,Canatlán,618 818 3516,"Martínez Gómez José, Director general",s/i,jomargo@jomargo.mx,"Cobre, oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-106.451742,25.09506,jan-25
